,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
11822,Cls 5a Ami English e 92 paisilam...,0.0,0.0,0.0,0.0,0.0,0.0
11823,পতিতা একটা,1.0,1.0,0.0,0.0,0.0,0.0
11824,"Bhai, Bangladesh eh parents der upor diye kichu bollei beyadobi hoye Jai. My mom always tells me ,�Manush er shamne baba ma ke choto korte hoyna�  where as shey nijei amader manush er shamne embarrass kore. Mane nije jeita korbe shetai thik. My mom believes in �Manush ki bolbe..� and also has the attitude of �Manush er shathe tomar jorana� ...... Jai toh koi Jai ami ??",0.0,0.0,0.0,0.0,0.0,0.0
11825,ছোট টা বেশি আগুন🖤🙂🙂🙂🙂,1.0,0.0,0.0,0.0,0.0,0.0
11826,Nill Akashপাশে💘থাকলে💘পাশে💘পাবেন💘লাইক💘দিলে💘লাইক💘পাবেন💘ফলো💘দিলে💘ফলো💘💯%,0.0,0.0,0.0,0.0,0.0,0.0
11827,পুরা সেক্সি,1.0,1.0,1.0,0.0,0.0,0.0
11828,উওস্যরী মিলগায়া😂,0.0,0.0,0.0,0.0,1.0,0.0
11829,এই ডা আবার কোন দেশি মাল রে ভাই😳,0.0,0.0,0.0,0.0,1.0,0.0
11830,কে কে কমেন্ট পরতে আসছো,1.0,0.0,0.0,0.0,0.0,0.0
11831,vai ace koi,0.0,0.0,0.0,0.0,0.0,0.0
11832,অসাধারণ নাছ💞💞,0.0,0.0,0.0,0.0,0.0,0.0
11833,m😅😅😅😅,0.0,0.0,0.0,0.0,0.0,0.0
11834,"Sunny Leon ki. Dighira..khala shikaita aise naki...
Bangladesh ki Abar Dighi Leon hoba..😏😏",1.0,0.0,0.0,0.0,1.0,0.0
11835,"আল্লাহ, তাদের মৃত্যু টা ও যাতে গণপিটুনির মধ্যে হয়",1.0,0.0,0.0,0.0,0.0,0.0
11836,"জামাত শিবির জড়িত থাকতে পারে, জয় বাংলা।",0.0,0.0,0.0,0.0,0.0,0.0
11837,খাইছে আমারে😆😆,0.0,0.0,0.0,0.0,0.0,0.0
11838,দুই লিয়ন এক সাথে বা বা বা 😂😂😂😂😂,1.0,0.0,0.0,0.0,0.0,0.0
11839,গরু একটা,1.0,0.0,0.0,0.0,1.0,0.0
11840,moja pabi,0.0,0.0,0.0,0.0,0.0,0.0
11841,পেছনের টা কিন্তু অনেক জোস ছিল ভাই আমিতো প্রথমে দেখে ক্রাশ খাইলাম,1.0,0.0,0.0,0.0,0.0,0.0
11842,আমি হাসবো না কাঁদবো বলেদেন কেউ,0.0,0.0,0.0,0.0,0.0,0.0
11843,aita ki banano golpo na reality ?,0.0,0.0,0.0,0.0,0.0,0.0
11844,Uff 🤤🤤,1.0,0.0,0.0,0.0,0.0,0.0
11845,Khankir pola tor mayre chodi mother chod ai khankir pola kono kaj kam nai ??,1.0,1.0,1.0,0.0,1.0,1.0
11846,এ বান্দির বয়সী নারীরা ভালো ভালো করে নেবে,0.0,0.0,0.0,1.0,0.0,0.0
11847,এই সিউর এটা মাগী 😠😠😠👊,1.0,0.0,1.0,0.0,1.0,1.0
11848,আমার বন্ধুদের ক্রাস 😍,0.0,0.0,0.0,0.0,0.0,0.0
11849,পাগলের কারখানা 😏😏😏😏,0.0,0.0,0.0,0.0,1.0,0.0
11850,মশা তাড়ানো চিন্তা না করে আদালত পরিচালনা করা অভিনব পদ্ধতি। মাসে কদিন স্পরে করেন শহরে?,1.0,1.0,1.0,0.0,0.0,0.0
11851,কমড় এটা হেবি,0.0,0.0,0.0,0.0,0.0,0.0
11852,hasa ni?,0.0,0.0,0.0,0.0,0.0,0.0
11853,পান্ডার ঘরের পান্ডা টুপি পাঞ্জাবি ছাড়া এগুলো করা যায়না।,1.0,0.0,1.0,0.0,0.0,1.0
11854,খরগুস রা িবস খ িবশ েম েয়,1.0,0.0,1.0,0.0,0.0,0.0
11855,খানকির সাথে দেখা করতে তাদের সাথিরাই গেছে,1.0,0.0,1.0,0.0,0.0,0.0
11856,এরা কোন দেশ থেকে এসেছে কথা বলতে পারে না ঠিক মতো এরে টাকলা মুরাদের মতো দনো দোলাই দিতে হবে😁😁😁😁😁,1.0,0.0,0.0,0.0,0.0,1.0
11857,amar bal onk boro,1.0,1.0,1.0,0.0,0.0,0.0
11858,ভাভাগো কি ইংলিশ,1.0,0.0,0.0,0.0,0.0,0.0
11859,বাল পালায় সব উল্টায় পালাবো।  ২ নং দু সংবাদ।,0.0,0.0,0.0,0.0,0.0,0.0
11860,Eta poro,0.0,0.0,0.0,0.0,0.0,0.0
11861,এদেশের মানুষের ভাত খাওয়ার টাকা না থাকলেউ হেডা কিনার টাকার অভাব নাই।,0.0,1.0,0.0,0.0,1.0,0.0
11862,"Amar pasher bashar bhai ra tader bondhuder niye Amar bashay ghurte ashchhilo. tara ottonto bhalo manush, kokhono kharap kaaj Kore na.  amra golpo kortesi, er moddhei kotha theke jeno akta hegab pora meye eshey oderke prosroy diye dilo ar Tara amake rape Kora shuru korlo. oidin er koshto Ami akhono bhulinai. ajke abar amra chaa er dokane adda dicchhilam tokhon arek hegab pora meye tader ke porosroy dite ashchhe tokhon ami take ei video ta dekhaisi ar shey shathe shathe bhalo hoye gese ar Amar pasher bashar bhai rao bhalo hoye gese. apnar jonno ajke amar jibon beche gese bhai. apnake onek dhonnobaad",0.0,0.0,1.0,0.0,0.0,0.0
11863,sala kukor,1.0,0.0,0.0,0.0,1.0,0.0
11864,গয়াতে মাইর খেতে খেতে ভোচা করে ফেলছিস,0.0,1.0,1.0,0.0,0.0,0.0
11865,এপুুকা এহালা🥰🥰🥰🥰,1.0,0.0,0.0,0.0,0.0,0.0
11866,"বিশ্বজুড়ে অগণিত ভক্তের বিস্ময় হয়তো এখনো কাটছে না, কেন মাত্র ৪১ বছর বয়সে জীবনের কাছে হেরে গেলেন এই শিল্পী?",0.0,0.0,0.0,0.0,0.0,0.0
11867,খানকির পোলারা তোগরে কি কমু বুঝতেছি না।।মোটা মাদারছোদ,0.0,0.0,1.0,0.0,0.0,0.0
11868,"ধামরাচুদা
বলত😁😁😁😁",0.0,0.0,0.0,0.0,1.0,0.0
11869,আচ্ছা আমার একটা প্রশ্ন; সবাই এই বেডিরে চিনে কীভাবে?😳😳@armylover6075,0.0,0.0,0.0,0.0,0.0,0.0
11870,Dili to tui Hatirjheel er hoga mairra,1.0,1.0,1.0,0.0,1.0,0.0
11871,অমি তোমার কি হয়,0.0,0.0,0.0,0.0,0.0,0.0
11872,নঠপহচলডফjv🥺😌😬😳,0.0,0.0,0.0,0.0,1.0,0.0
11873,না😏😏😏😏😏,1.0,0.0,0.0,0.0,0.0,0.0
11874,গোয়া কি জানতে চাওয়া আমার মন 😁😁,0.0,0.0,1.0,0.0,0.0,0.0
11875,আর তোর পাছা দিয়ে বাঁশ ঢুকার মনে হচ্ছে,1.0,0.0,1.0,1.0,0.0,0.0
11876,xxxxxxxxxxxxxxxx😁😁😁😁😁😁,1.0,0.0,0.0,0.0,0.0,0.0
11877,tor bahper gohre jor kankir pola tore Jodi Pai taile bojbe,1.0,1.0,1.0,1.0,0.0,0.0
11878,পিগার সেই,1.0,1.0,1.0,0.0,0.0,0.0
11879,"খ্রিস্ট ধর্মের মাতা মেরী দেখা দেবেন সেদিন। গুজবে গুজবে খবরটি সয়লাব হয়ে যায় সমগ্র পর্তুগাল জুড়ে, পত্র পত্রিকায় আসতে থাকে খবর। ঘটনা দেখার জন্য জড়ো হতে থাকে মানুষ। তারপর?",0.0,0.0,0.0,0.0,0.0,0.0
11880,"প্রশাসনের কাছে আবেদন রইলো, দেশে ভূকম্পনের মাত্রা কমাতে চাইলে এই জিনিস টাকে আটকান😂😂",0.0,0.0,0.0,0.0,1.0,0.0
11881,জাহান্নামে যেতে আর কিছু লাগবেনা এটুকুই যথেষ্ট,0.0,0.0,0.0,0.0,1.0,0.0
11882,Always keno majhraat a apnr bigar uthe ???,1.0,1.0,0.0,0.0,1.0,0.0
11883,আল্লাহ বাঁচাইচে আপনার শরীলটা যদি মহিলাদের গায়ে লাগতো ওনারা পড়ে যাইতো,0.0,0.0,0.0,0.0,0.0,0.0
11884,New Market e pawa jai 200tk dia er theke bhalo quality?,0.0,0.0,0.0,0.0,0.0,0.0
11885,এইতৌরশাথেএতচেলেকেন😅,0.0,0.0,0.0,0.0,0.0,0.0
11886,tor🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
11887,Ami bujhlam na ai gan tar vdo teh prb ta ki!! ? j desher manush cmnt a aisa aivabe gali galaj kore tara abr aisob vdo k oslil bole ???,1.0,0.0,0.0,0.0,0.0,0.0
11888,আমাদের দেশে কিছু পুরুষ আছে যারা    হিজরার চেয়েও অধম! সন্দেহ করে মানুষের প্রান নিয়ে নিতে পারে। আবালের দলরা তাদের পুরুষত্ব দেখায়। যখন দিন দুপুরে মানুষ ক্ষুন হয়ে যায় তখন গণধোলাই দেওয়া সাহসী পুরুষ গুলো কই যায় ?,0.0,0.0,0.0,0.0,0.0,0.0
11889,দুই চুতিয়া এক সাথে,1.0,0.0,0.0,0.0,0.0,0.0
11890,ho bhai,0.0,0.0,0.0,0.0,0.0,0.0
11891,আমি এখনো ঐই মহিলারে চিনিও না শুধু নাম শুনছি 🙂😅,0.0,0.0,0.0,0.0,0.0,0.0
11892,এটা কি রোবট প্লিজ সত্যি টা কেউ বলেন,0.0,0.0,0.0,0.0,0.0,0.0
11893,পাগল টিস্যু লে লো 😌,1.0,0.0,0.0,0.0,1.0,0.0
11894,পোলাপান নষ্ট করে এই সব মাগীরা,1.0,1.0,1.0,0.0,0.0,1.0
11895,vaggesh karo upor pore nai😅😅😅,0.0,0.0,0.0,0.0,1.0,1.0
11896,তরে কি বরে না কেও না বরলে আমি আছি বাসর তারতে হবে চিল Xxx,1.0,0.0,1.0,0.0,0.0,0.0
11897,বেশিভাগ খারাপ কাজের সাথে এই ফালতু সোনাগাজী থানার নাম আসে.,1.0,0.0,0.0,0.0,0.0,0.0
11898,Apne nam desen model kinto apner kono album to jibone deklam e na.,1.0,0.0,0.0,0.0,0.0,0.0
11899,এই গুলা মানুষের বাচ্চা না.......অমানুষের বাচ্চা,0.0,0.0,0.0,0.0,1.0,0.0
11900,নিটিক,0.0,0.0,1.0,0.0,0.0,0.0
11901,নিচের সব দেখে ফেললাম,1.0,1.0,1.0,0.0,0.0,0.0
11902,কাশটম খেলমু🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
11903,নটির পোলা,1.0,0.0,0.0,0.0,0.0,0.0
11904,দুদক,0.0,0.0,0.0,0.0,0.0,0.0
11905,Salman vai friendly ekta ktha bolte chai. Apnk niye miyedr ato chukaney kenu janen. Bcz apnk sobai kace pite chai sobao jealous r ty ato chukany uthca  jar jonno control  na pere sobai kisu na kisu bolei jacca jenu tader sukh ta at list mete.. Bro u r the legend.  Worldwide legendary boy????????????Luv u...,0.0,0.0,0.0,0.0,0.0,0.0
11906,এটা কি আপনার ঐপাও আপু,0.0,1.0,0.0,0.0,1.0,0.0
11907,আমাকে সাপুট চাই,0.0,0.0,0.0,0.0,0.0,0.0
11908,"namaj ta poira ashi,tarpor gali dimu",1.0,0.0,0.0,0.0,0.0,0.0
11909,টুমোরো শাখায় হ্যাঁ জব করি তুই মুসলিম কে অপমান অপমান করতেছো স তুই মরিস না কেন তোর মতো নারী বেঁচে না থাকি মরে যাওয়াই তো ভালো নদীতে ডুব দিতে হুগলি নদী,0.0,0.0,0.0,0.0,1.0,0.0
11910,wow😳🙈🙄😋,0.0,0.0,0.0,0.0,0.0,0.0
11911,hocce to,0.0,0.0,0.0,0.0,0.0,0.0
11912,গুয়া বলতে নেই পাগলি বলতে হই হোগা 😂😂😂,0.0,1.0,1.0,0.0,0.0,0.0
11913,dat majo,0.0,0.0,0.0,0.0,0.0,0.0
11914,কালা ওটা কি,1.0,0.0,0.0,0.0,0.0,0.0
11915,ALLAHr Ain Bastobayon koren.,0.0,0.0,0.0,0.0,0.0,0.0
11916,কমেন্ট পড়তে আসছি😳,0.0,0.0,0.0,0.0,0.0,0.0
11917,তুমি একটা বাটপার,1.0,0.0,0.0,0.0,1.0,0.0
11918,বাইঞ্চুদের বলদ মার্কা খোমা দেখে আর পড়তে পারলাম্না। হ্লা বলদ,1.0,1.0,1.0,0.0,1.0,0.0
11919,বুনো শুয়োর পুরা.,1.0,1.0,1.0,0.0,0.0,0.0
11920,Sileti bujino😏😬,0.0,0.0,0.0,0.0,0.0,0.0
11921,এ তো দেখছি টাকলা মুরাদকেও ওভার টেক করবে 😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0
11922,দীঘি মেয়েটার অন্য কোন উপায় নেই টাকা অর্জন করার। তাই চলচিত্র জগতে দাম না পাওয়ায় সত্যেও মানুষের আলোচনায় আসতে চাচ্ছে। টিকটকের ফালতু ভিডিওগুলো...,0.0,0.0,0.0,0.0,0.0,0.0
11923,tomar camera man hote cai🥰,0.0,0.0,0.0,0.0,0.0,0.0
11924,"কুয়াকাটা হুজুর সহ চরমুনাই এর সকল আলেমরা এখন কই হারিয়ে গেলো, বাধা দিতে পারলো একে আসতে, বাধা শুধু ডঃ জাকির নায়েক এর বেলায়, কিচ্ছু বলার নাই রে ভাই,😌",1.0,0.0,0.0,0.0,0.0,0.0
11925,right 🥰,0.0,0.0,0.0,0.0,0.0,0.0
11926,vai re ekta kothai buija kuija pailam na pichoner lok gula na gese thakte parlo kemne😂,1.0,0.0,0.0,0.0,0.0,0.0
11927,কাপড়ে বালা মানুষ নাই ভালো মানুষের বংশ পরিচয়,1.0,0.0,0.0,0.0,1.0,0.0
11928,tmr dud gula di ak chap maro,1.0,1.0,1.0,0.0,0.0,0.0
11929,nice and,0.0,0.0,0.0,0.0,0.0,0.0
11930,আমিন,0.0,0.0,0.0,0.0,0.0,0.0
11931,একে গাঞ্জা খাইছে দিনে-দুপুরে।,0.0,1.0,0.0,0.0,1.0,0.0
11932,আল্লাহ হেদায়েত করুক তদের 😡,0.0,0.0,0.0,0.0,0.0,0.0
11933,support korla support pahba,0.0,0.0,0.0,0.0,0.0,0.0
11934,পতিতারা এ দেশে আসার সম্মান পায় কিন্তু আফসোস ইসলামের বক্তা গুলো আসতে পারে না,1.0,1.0,0.0,0.0,0.0,0.0
11935,কম হইছে না,0.0,0.0,0.0,0.0,1.0,0.0
11936,ki ekta golpo,0.0,0.0,0.0,0.0,0.0,0.0
11937,Jodi se kono answer na kore tahole tar kichu kichu sorirer onsosh katte thaklei obossoi bole dibe ki Karon r rohosso ta ki,0.0,0.0,0.0,1.0,0.0,0.0
11938,"পুরো ভিডিও না দেখে কাউকে কারাপ মন্তব্য করা টিক না
আমি উনার পোর ভিডিও দেখেছি উনি সরকারের উচিত জবাদিছেন",0.0,0.0,0.0,0.0,0.0,0.0
11939,wanna see more ☺️full video dance,0.0,0.0,0.0,0.0,0.0,0.0
11940,আরে অনেক সাদা 😂😂,0.0,0.0,0.0,0.0,1.0,0.0
11941,গরু মথে মোটা ভাই🤣🤣🤣,1.0,0.0,0.0,0.0,0.0,0.0
11942,Ahah? Video lage na vaya amder Lyrics tai drug er Moto. #brownfish ?,0.0,0.0,0.0,0.0,0.0,0.0
11943,porai hot🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
11944,sob luccha ak jagay,1.0,0.0,0.0,0.0,1.0,0.0
11945,"এইসব রাস্তার মাগীদেরকে আপনারা লাইক দেন বলে, তারা আরো বেশি নষ্টামি করার সুযোগ ও উৎসাহ পেয়ে থাকে।",1.0,0.0,1.0,0.0,0.0,0.0
11946,Aei pager prottek ta post amer vison pochonder. Khub valo chilo,0.0,0.0,0.0,0.0,0.0,0.0
11947,Amr tmr hair style akdom pochondo na ??tumr hair deke  1st vbsilm tumi amr dada vai ??trpor deki tumi soloman ??muqta,1.0,0.0,0.0,0.0,0.0,0.0
11948,এদের জন্য tiktok এখন মাঠান........,1.0,0.0,0.0,0.0,0.0,0.0
11949,sany apa ki bangla kotha boltr pare...😳,0.0,0.0,0.0,0.0,0.0,0.0
11950,tmi ki pgl naki afa😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0
11951,পেন্টি দেখাই ভাইরাল,1.0,1.0,1.0,0.0,0.0,0.0
11952,"পরিমনির,, দিন,, শেষ😷 সানিলিওন,, আপুর,, 🥵
বাংলাদেশ 😹😹😹",0.0,0.0,0.0,0.0,1.0,0.0
11953,তাই তো বলি আমার বাসার দারোয়ানটা কই,1.0,1.0,1.0,0.0,0.0,0.0
11954,ektu por,0.0,0.0,0.0,0.0,0.0,0.0
11955,Sunny Leone blue picture film,1.0,1.0,0.0,0.0,0.0,0.0
11956,soppt koren,0.0,0.0,0.0,0.0,0.0,0.0
11957,"আপনার মতো হিজড়া,অপদার্থ মহাসচিব যে দলে আছে,সে দলের ম্যাডামের এমন অবস্থাই হবে।",1.0,0.0,0.0,0.0,0.0,0.0
11958,tumar buker upor sil maribo😬,0.0,0.0,0.0,1.0,0.0,0.0
11959,দিঘি সেলফি তুলতে আসছে😏,0.0,0.0,0.0,0.0,1.0,0.0
11960,Ei ek story puro sob jay gay.... Writer to robi thakur hye jacce,0.0,0.0,0.0,0.0,0.0,0.0
11961,খুব ভালো লাগলো,0.0,0.0,0.0,0.0,0.0,0.0
11962,Atodin a akta juktiwala ktha sunlam tar theke?,0.0,0.0,0.0,0.0,0.0,0.0
11963,what is gua,1.0,0.0,0.0,0.0,0.0,0.0
11964,Salman muktadir 1st youtuber... Salman k mon theke janai respect?? Salman muktadir tmi tmr moto agiye jao notun kichu dekhao amra tmke support kori,0.0,0.0,0.0,0.0,0.0,0.0
11965,madam ke chinar ki drkr,0.0,0.0,0.0,0.0,0.0,0.0
11966,Emon perai amio achi kin2 ki korbo buje uthe parchina,0.0,0.0,0.0,0.0,0.0,0.0
11967,Kotha kinto sotti ??,0.0,0.0,0.0,0.0,0.0,0.0
11968,কি রে ভালা আছোছ নি,0.0,0.0,0.0,0.0,0.0,0.0
11969,"আরে দূর ভুয়া ,,
আলগা ছেরা+ছেরি 😡🤬😠😡🤬😡😠😡🤬😡",0.0,0.0,0.0,0.0,0.0,0.0
11970,নাটের গুরু অস্ট্রেলিয়ার গাইডা😂😂😂,0.0,0.0,1.0,0.0,0.0,0.0
11971,আল্লাহ তুমি এদেরকে হেদায়েত দান করুন,0.0,0.0,0.0,0.0,0.0,0.0
11972,tk deye magi ance atai amr sonar Bangladesh 🥺🥺🥺,1.0,0.0,0.0,0.0,1.0,0.0
11973,এটা তো বাস্তবে পুতুল দেখলাম 😳😳😳😳😳,0.0,0.0,0.0,0.0,0.0,0.0
11974,nice 👍👍,0.0,0.0,0.0,0.0,0.0,0.0
11975,পাগলের জাত,0.0,0.0,0.0,0.0,1.0,0.0
11976,পালতুনি,1.0,0.0,0.0,0.0,1.0,0.0
11977,আমার চিনা চিনা লাগে অনেক কষ্টের ভিডিও দিখছি উনার 😁😁😁,0.0,0.0,0.0,0.0,0.0,0.0
11978,kal asho tmi,0.0,0.0,0.0,0.0,0.0,0.0
11979,আমার কমেন্টে সবাই হাহা রিয়েক্ট দিয়ে যান🐸,1.0,1.0,1.0,0.0,0.0,0.0
11980,nice🥰🥰❣️👌👌👍👍👍,0.0,0.0,0.0,0.0,0.0,0.0
11981,পুটকি মারা খেয়ে ঘাড় ঘুরিয়ে পেছন ফিরে অবস্থা পর্যবেক্ষণের চেষ্টা করছে,1.0,1.0,1.0,0.0,0.0,0.0
11982,Aro veshi veshi video aplode koren  inshalla apnar Subscribe bere jabe ami duya kori baiya apnei best you tuber,0.0,0.0,0.0,0.0,0.0,0.0
11983,tai bole borka poira nach jottosob,1.0,0.0,0.0,0.0,0.0,0.0
11984,"gontai 6 ti bibaho bicched gotse saudi arabe, ei kothata je bolse se holo kukur.",1.0,1.0,0.0,0.0,1.0,0.0
11985,"Bro Tahsin bhaia abar ata nieo na shuru koren.... Jai hok,I will always support you! EID MUBARAK! ??",0.0,0.0,0.0,0.0,0.0,0.0
11986,আমি বাঘ বাজান🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾,0.0,0.0,0.0,0.0,0.0,0.0
11987,Fashi  chai  aei hujuke murderer der. Manuser jibon ki moger mulluk?,0.0,0.0,0.0,1.0,0.0,0.0
11988,tai naki abalra,0.0,0.0,0.0,0.0,1.0,0.0
11989,আল্লাহ আমাদের হেদায়েত দান করুন,0.0,0.0,0.0,0.0,0.0,0.0
11990,খারাব🥰মায়া,0.0,1.0,0.0,0.0,0.0,0.0
11991,চলি আমি রি😬,1.0,0.0,0.0,0.0,0.0,0.0
11992,sanny khala moni Bangladesh kothai asche🤣🤭🤭🤭,0.0,0.0,0.0,0.0,0.0,0.0
11993,Tamim er uchit masrafir poth dora,1.0,0.0,0.0,0.0,0.0,0.0
11994,purai crush🥰,0.0,0.0,0.0,0.0,0.0,0.0
11995,sunny Leone re diya sob gula kamda bari dibo😂,1.0,0.0,0.0,0.0,1.0,0.0
11996,R8🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
11997,"Tor moto lucha tahle rap too hobai,jar luchhami video kora film banaia YouTube prochar koros...to muke asob nithii kotha manaina.....!!!",1.0,0.0,0.0,0.0,0.0,0.0
11998,tomar je bf sms diyese ta bujhesi api...... ?.... ?.....,0.0,0.0,0.0,0.0,0.0,0.0
11999,পাশে আছি পাশে থাকবে ভাই,0.0,0.0,0.0,0.0,0.0,0.0
12000,Er jonnoi ami apnr post e comment korina ..cz ato comment porte porte r haha react dite dite phn e charge ses hoye jay. ...jiboner jhuki nia charge diyew Ami apnr post dekhi ...sudhu haha react dibo bole ?????,0.0,0.0,0.0,0.0,0.0,0.0
12001,কিরে তর তো বর কলিজা ইসলাম নিয়ে টানা টানি করলে তরে যদি সামনে পাইতাম তর কল্লা টা কেটে দিতাম,0.0,0.0,0.0,1.0,0.0,0.0
12002,nice🥺🥺🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0
12003,Oshadharon ??,0.0,0.0,0.0,0.0,0.0,0.0
12004,এটা হলো @তারছিড়া কম্পানি সবাই বলেন ঠিক বলছি না 😳😳😏,0.0,1.0,0.0,0.0,1.0,0.0
12005,আজ ভদ্র হয়ে গেছি বলে বেচে গেলি😥😥😥😥,1.0,0.0,0.0,0.0,0.0,0.0
12006,Vaiya Chattgram theke Dhaka ashche Akta wish niye seta holo apnr sathe dekha... Please vai aktu bollen nah Apnr sathe kothay dekha hbbe? And believe me ami apnr video tkhn theke dekhi jkhn theke apni video make koren! Vai Please vaiva Deikkhen!,0.0,0.0,0.0,0.0,0.0,0.0
12007,porai mental Hoya gasa,0.0,0.0,0.0,0.0,0.0,0.0
12008,আরে এরা কারা কোথথেকে এলো এরা😂😂😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0
12009,লক্ষীপুরের লক্ষী সব গংগায় গেল।,1.0,0.0,0.0,0.0,0.0,0.0
12010,bro ei likhata sera chilo apner ??,0.0,0.0,0.0,0.0,0.0,0.0
12011,tahole ktha sotto😳😂,0.0,0.0,0.0,0.0,0.0,0.0
12012,extreme thrills er taste pelam!!!,0.0,0.0,0.0,0.0,0.0,0.0
12013,"Aarong*   halay nijei banan vul kore gramer chachato vai der takla vashay pochanor jonno video banay, Allah'r gojob poruk tor upor!  ?",1.0,0.0,0.0,0.0,0.0,0.0
12014,আহা হাহাহা দে জাবো নাকি?🥰,0.0,0.0,0.0,0.0,0.0,0.0
12015,এই বালের খবর আই ৭ দিন আগে জানি,0.0,0.0,0.0,0.0,0.0,0.0
12016,কে কে আমার মতো গালি দিতে পারছেন না শুধু ভদ্রতার খাতিরে।,0.0,1.0,0.0,0.0,0.0,0.0
12017,এই ভিডিও টা অনেক সুন্দর হইছে..😇😍😘,0.0,0.0,0.0,0.0,0.0,0.0
12018,কুত্তা বাচ্ছা গুলা,0.0,0.0,0.0,0.0,0.0,0.0
12019,This Is Too Much!,0.0,0.0,0.0,0.0,0.0,0.0
12020,আমি কি আর এমনে বলি তেলের দাম বাড়ুক😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0
12021,Valo manusher likha valoi hoy..????,0.0,0.0,0.0,0.0,0.0,0.0
12022,porda sara tomar kono dam nai... magna,0.0,0.0,0.0,0.0,0.0,0.0
12023,Tui hoile Gorib ar Dildar...??,1.0,0.0,0.0,0.0,1.0,0.0
12024,খেলা হবে 🥰😂😂,1.0,0.0,0.0,0.0,0.0,0.0
12025,tomi to baro batari,1.0,1.0,0.0,0.0,0.0,0.0
12026,সবার যাত্রা শুভ হোক,0.0,0.0,0.0,0.0,0.0,0.0
12027,"জয় বাংলা
জয় বঙ্গবন্ধু ❤
আমরা সবাই ❤
মুজিবের সৈনিক ❤
জয় বাংলা ❤
জয় বঙ্গবন্ধু ❤",0.0,0.0,0.0,0.0,0.0,1.0
12028,জল বাগান কি?,0.0,0.0,0.0,0.0,0.0,0.0
12029,আহারে বিনোদন,0.0,0.0,0.0,0.0,0.0,0.0
12030,একটু পর বুঝবি কি হলো... জাস্ট ওয়েট এন্ড সী...,1.0,0.0,0.0,0.0,1.0,1.0
12031,tmi moro ar jai koro shobai k tomar dud khaowaiya moro🙄🙄,1.0,1.0,1.0,0.0,0.0,0.0
12032,মিশার♥ জন্যই আজকে গালি থেকে বেঁচে গেলি প্ডার পু,1.0,1.0,1.0,0.0,0.0,0.0
12033,shala hati 😂 cil tor pete mar 😏,1.0,0.0,0.0,0.0,1.0,1.0
12034,গুয়া 🙄😂,0.0,0.0,1.0,0.0,0.0,0.0
12035,প্রশিক্ষণ নিতে গেছে,0.0,0.0,0.0,0.0,1.0,0.0
12036,এই এটা কি🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0
12037,এটা কি মেয়ে না কি,1.0,0.0,0.0,0.0,0.0,0.0
12038,ক্যামেরা ম্যান ভালো হয়েছে,1.0,0.0,0.0,0.0,0.0,0.0
12039,কি মাজা রে,0.0,0.0,0.0,0.0,1.0,0.0
12040,আমার সরম করে আমি বলমুনা😂,0.0,0.0,0.0,0.0,0.0,0.0
12041,Tor goyate cil dibo,1.0,1.0,1.0,1.0,0.0,0.0
12042,নটি তর দুত দিবি,1.0,0.0,1.0,0.0,0.0,0.0
12043,ফকু  তুই চিনলি ক্যামনে?,1.0,1.0,0.0,0.0,1.0,0.0
12044,চুদার মতো,0.0,1.0,1.0,0.0,0.0,0.0
12045,Independent boraborei baje...,1.0,0.0,0.0,0.0,0.0,0.0
12046,ধানের শীষের উপর 🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
12047,"শিরোনামের বানান ঠিক করেন মিয়ারা! ঐটা 'গিগ অর্থনীতি' না, 'লীগ অর্থনীতি'!",1.0,0.0,0.0,0.0,0.0,0.0
12048,নিচে ২ টা কেন,1.0,1.0,0.0,0.0,0.0,0.0
12049,wow😱😱😱😱😱😱😱😱😱,0.0,0.0,0.0,0.0,0.0,0.0
12050,haha...mojar silo,0.0,0.0,0.0,0.0,0.0,0.0
12051,motherchud,1.0,0.0,0.0,0.0,0.0,0.0
12052,কেউ ওরে হালকা করে চুদে দেও 😁,0.0,1.0,1.0,1.0,0.0,0.0
12053,অসাধারণ প্রতিভা,0.0,0.0,0.0,0.0,0.0,0.0
12054,অসটলিয়ার গরু,0.0,0.0,0.0,0.0,1.0,0.0
12055,উঠান টা কি ঠিক আছে??,0.0,0.0,0.0,0.0,0.0,0.0
12056,কুকুর,0.0,0.0,0.0,0.0,1.0,0.0
12057,"আম্মা,, খালাম্মা দের নিয়া এভাবে যদি আমি করতে যাই 🤟🤟আমাকে জুতাপেটা করত🤣🤣🤣🤣🤣🤣",0.0,0.0,0.0,1.0,0.0,0.0
12058,এটারে কি আবার পাগল হলো কবে আবার 😁😁😁😁,1.0,0.0,0.0,0.0,1.0,0.0
